# This file was produced by bcftools (1.2+htslib-1.2), the command line was:
# 	 bcftools gtcheck  -H test.vcf.gz
# and the working directory was:
# 	 /Users/dancook/coding/git/vcf-toolbox
#
# [1]SM	[2]Average Discordance	[3]Average depth	[4]Average number of sites	[5]Sample	[6]Sample ID
CN	0	98	28.33	ED3049	DL200
CN	0	117	55.38	ED3049	DL226
CN	0	120	68.65	ED3049	DL238
CN	0	127	58.64	ED3049	ED3005
CN	0	96	33.55	ED3049	ED3011
CN	0	62	42.90	ED3049	ED3012
CN	0	95	91.11	ED3049	ED3017
CN	0	109	99.99	ED3049	ED3040
CN	0	269	82.31	ED3049	ED3046
CN	0	114	50.30	ED3049	ED3048
CN	0	57	60.00	ED3052	AB1
CN	0	92	61.84	ED3052	AB4
CN	0	31	55.19	ED3052	CB4851_CGC
CN	0	58	63.76	ED3052	CB4852
CN	0	94	60.17	ED3052	CB4853
CN	0	77	50.10	ED3052	CB4854
CN	0	96	43.50	ED3052	CB4855_UK
CN	0	106	58.25	ED3052	CB4856
CN	0	92	49.37	ED3052	CB4857
CN	0	11	42.18	ED3052	CB4858_UK
CN	0	54	64.76	ED3052	CB4932
CN	0	65	36.83	ED3052	CX11254
CN	0	72	32.00	ED3052	CX11262
CN	0	83	61.82	ED3052	CX11264
CN	0	84	46.18	ED3052	CX11271
CN	0	76	38.91	ED3052	CX11276
CN	0	96	61.53	ED3052	CX11285
CN	0	91	56.95	ED3052	CX11292
CN	0	70	48.77	ED3052	CX11307
CN	0	77	42.52	ED3052	CX11314
CN	0	68	38.49	ED3052	CX11315
CN	0	76	28.87	ED3052	DL200
CN	0	99	52.99	ED3052	DL226
CN	0	80	58.08	ED3052	DL238
CN	0	104	56.74	ED3052	ED3005
CN	0	87	33.54	ED3052	ED3011
CN	0	19	49.42	ED3052	ED3012
CN	0	57	66.26	ED3052	ED3017
CN	0	101	59.84	ED3052	ED3040
CN	0	95	61.40	ED3052	ED3046
CN	0	94	52.14	ED3052	ED3048
CN	0	95	61.54	ED3052	ED3049
CN	0	85	76.78	ED3073	AB1
CN	0	93	99.84	ED3073	AB4
CN	0	2	85.00	ED3073	CB4851_CGC
CN	0	90	98.02	ED3073	CB4852
CN	0	103	97.27	ED3073	CB4853
CN	0	80	51.34	ED3073	CB4854
CN	0	89	43.43	ED3073	CB4855_UK
CN	0	90	95.06	ED3073	CB4856
CN	0	88	51.83	ED3073	CB4857
CN	0	1	24.00	ED3073	CB4858_UK
CN	0	49	82.45	ED3073	CB4932
CN	0	61	36.93	ED3073	CX11254
CN	0	78	31.42	ED3073	CX11262
CN	0	83	87.34	ED3073	CX11264
CN	0	86	46.94	ED3073	CX11271
CN	25	69	38.03	ED3073	CX11276
CN	0	105	96.15	ED3073	CX11285
CN	0	94	66.52	ED3073	CX11292
CN	0	69	50.41	ED3073	CX11307
CN	0	88	38.36	ED3073	CX11314
CN	0	57	41.09	ED3073	CX11315
CN	0	80	27.62	ED3073	DL200
CN	0	89	59.92	ED3073	DL226
CN	0	83	72.84	ED3073	DL238
CN	0	89	65.47	ED3073	ED3005
CN	0	69	35.42	ED3073	ED3011
CN	0	32	44.03	ED3073	ED3012
CN	0	85	90.04	ED3073	ED3017
CN	0	94	96.95	ED3073	ED3040
CN	0	129	80.99	ED3073	ED3046
CN	0	99	56.04	ED3073	ED3048
CN	0	127	92.78	ED3073	ED3049
CN	0	75	66.29	ED3073	ED3052
CN	0	76	67.16	ED3077	AB1
CN	0	113	74.90	ED3077	AB4
CN	0	11	63.82	ED3077	CB4851_CGC
CN	0	86	74.09	ED3077	CB4852
CN	0	124	73.19	ED3077	CB4853
CN	0	94	48.69	ED3077	CB4854
CN	0	104	41.80	ED3077	CB4855_UK
CN	0	94	71.61	ED3077	CB4856
CN	0	106	47.94	ED3077	CB4857
CN	0	9	37.78	ED3077	CB4858_UK
CN	0	41	75.80	ED3077	CB4932
CN	0	66	36.79	ED3077	CX11254
CN	0	80	30.57	ED3077	CX11262
CN	0	80	75.20	ED3077	CX11264
CN	0	86	45.94	ED3077	CX11271
CN	0	67	39.22	ED3077	CX11276
CN	0	118	72.97	ED3077	CX11285
CN	0	120	63.22	ED3077	CX11292
CN	0	75	49.79	ED3077	CX11307
CN	0	95	38.33	ED3077	CX11314
CN	0	55	39.89	ED3077	CX11315
CN	0	107	27.03	ED3077	DL200
CN	0	108	55.71	ED3077	DL226
CN	0	89	60.49	ED3077	DL238
CN	0	106	61.74	ED3077	ED3005
CN	0	81	34.02	ED3077	ED3011
CN	0	32	43.72	ED3077	ED3012
CN	0	99	75.01	ED3077	ED3017
CN	0	105	76.35	ED3077	ED3040
CN	0	135	71.38	ED3077	ED3046
CN	0	120	52.02	ED3077	ED3048
CN	0	140	71.25	ED3077	ED3049
CN	0	112	60.18	ED3077	ED3052
CN	0	142	74.00	ED3077	ED3073
CN	0	55	42.33	EG4347	AB1
CN	0	54	40.46	EG4347	AB4
CN	0	3	48.00	EG4347	CB4851_CGC
CN	0	49	43.24	EG4347	CB4852
CN	0	55	40.47	EG4347	CB4853
CN	0	42	43.60	EG4347	CB4854
CN	0	48	36.10	EG4347	CB4855_UK
CN	0	47	41.09	EG4347	CB4856
CN	0	50	40.18	EG4347	CB4857
CN	0	1	24.00	EG4347	CB4858_UK
CN	0	33	46.67	EG4347	CB4932
CN	0	30	37.23	EG4347	CX11254
CN	0	38	28.79	EG4347	CX11262
CN	0	42	39.93	EG4347	CX11264
CN	0	63	35.46	EG4347	CX11271
CN	25	43	37.30	EG4347	CX11276
CN	0	62	42.65	EG4347	CX11285
CN	0	52	41.02	EG4347	CX11292
CN	0	48	41.17	EG4347	CX11307
CN	0	46	35.37	EG4347	CX11314
CN	0	29	40.83	EG4347	CX11315
CN	0	45	26.78	EG4347	DL200
CN	0	43	45.02	EG4347	DL226
CN	0	43	40.67	EG4347	DL238
CN	0	51	43.25	EG4347	ED3005
CN	0	42	34.74	EG4347	ED3011
CN	0	24	40.79	EG4347	ED3012
CN	0	51	45.31	EG4347	ED3017
CN	0	40	43.75	EG4347	ED3040
CN	0	69	42.71	EG4347	ED3046
CN	0	51	43.37	EG4347	ED3048
CN	0	67	42.18	EG4347	ED3049
CN	0	39	42.08	EG4347	ED3052
CN	0	75	43.37	EG4347	ED3073
CN	0	58	44.50	EG4347	ED3077
CN	0	89	35.87	EG4349	AB1
CN	0	110	36.63	EG4349	AB4
CN	0	24	39.50	EG4349	CB4851_CGC
CN	0	75	35.60	EG4349	CB4852
CN	0	108	36.89	EG4349	CB4853
CN	0	76	37.28	EG4349	CB4854
CN	0	107	34.98	EG4349	CB4855_UK
CN	0	132	35.03	EG4349	CB4856
CN	0	102	34.44	EG4349	CB4857
CN	0	4	19.75	EG4349	CB4858_UK
CN	0	50	40.02	EG4349	CB4932
CN	0	90	32.29	EG4349	CX11254
CN	0	102	29.13	EG4349	CX11262
CN	0	120	35.09	EG4349	CX11264
CN	0	100	36.72	EG4349	CX11271
CN	25	78	33.49	EG4349	CX11276
CN	0	116	36.47	EG4349	CX11285
CN	0	108	36.29	EG4349	CX11292
CN	0	93	35.45	EG4349	CX11307
CN	0	117	31.48	EG4349	CX11314
CN	0	75	33.31	EG4349	CX11315
CN	0	97	26.96	EG4349	DL200
CN	0	99	36.40	EG4349	DL226
CN	0	132	33.87	EG4349	DL238
CN	0	112	35.69	EG4349	ED3005
CN	0	81	30.60	EG4349	ED3011
CN	0	26	38.85	EG4349	ED3012
CN	0	92	37.52	EG4349	ED3017
CN	0	96	37.02	EG4349	ED3040
CN	0	143	35.75	EG4349	ED3046
CN	16	100	36.00	EG4349	ED3048
CN	0	142	35.73	EG4349	ED3049
CN	0	87	38.83	EG4349	ED3052
CN	0	122	35.91	EG4349	ED3073
CN	0	139	35.94	EG4349	ED3077
CN	0	56	33.68	EG4349	EG4347
CN	0	77	60.10	EG4724	AB1
CN	0	87	68.47	EG4724	AB4
CN	0	31	70.00	EG4724	CB4851_CGC
CN	0	64	65.27	EG4724	CB4852
CN	0	86	67.63	EG4724	CB4853
CN	0	71	48.10	EG4724	CB4854
CN	0	86	41.99	EG4724	CB4855_UK
CN	0	128	66.52	EG4724	CB4856
CN	0	77	49.32	EG4724	CB4857
CN	0	1	24.00	EG4724	CB4858_UK
CN	0	59	66.42	EG4724	CB4932
CN	0	73	33.88	EG4724	CX11254
CN	0	89	31.33	EG4724	CX11262
CN	0	109	67.76	EG4724	CX11264
CN	0	87	46.09	EG4724	CX11271
CN	25	67	36.54	EG4724	CX11276
CN	0	113	66.49	EG4724	CX11285
CN	0	84	62.25	EG4724	CX11292
CN	0	87	54.33	EG4724	CX11307
CN	0	104	38.29	EG4724	CX11314
CN	0	76	38.24	EG4724	CX11315
CN	0	89	28.35	EG4724	DL200
CN	0	101	55.68	EG4724	DL226
CN	0	129	59.94	EG4724	DL238
CN	0	100	57.88	EG4724	ED3005
CN	0	65	33.03	EG4724	ED3011
CN	0	50	44.76	EG4724	ED3012
CN	0	77	68.84	EG4724	ED3017
CN	0	96	70.90	EG4724	ED3040
CN	0	140	68.34	EG4724	ED3046
CN	0	78	52.22	EG4724	ED3048
CN	0	140	69.26	EG4724	ED3049
CN	0	66	60.98	EG4724	ED3052
CN	0	101	67.06	EG4724	ED3073
CN	0	126	66.10	EG4724	ED3077
CN	0	50	43.44	EG4724	EG4347
CN	0	145	35.63	EG4724	EG4349
CN	0	72	24.42	EG4725	AB1
CN	0	75	25.65	EG4725	AB4
CN	0	31	23.45	EG4725	CB4851_CGC
CN	0	56	25.04	EG4725	CB4852
CN	0	77	25.39	EG4725	CB4853
CN	0	76	27.18	EG4725	CB4854
CN	0	83	25.36	EG4725	CB4855_UK
CN	0	108	26.66	EG4725	CB4856
CN	0	73	25.03	EG4725	CB4857
CN	0	8	20.62	EG4725	CB4858_UK
CN	0	54	26.33	EG4725	CB4932
CN	0	64	25.06	EG4725	CX11254
CN	0	79	25.03	EG4725	CX11262
CN	0	88	25.61	EG4725	CX11264
CN	0	73	25.68	EG4725	CX11271
CN	0	68	26.68	EG4725	CX11276
CN	0	112	25.39	EG4725	CX11285
CN	0	79	25.24	EG4725	CX11292
CN	0	94	26.41	EG4725	CX11307
CN	0	91	24.66	EG4725	CX11314
CN	0	65	26.54	EG4725	CX11315
CN	0	81	24.72	EG4725	DL200
CN	0	90	26.87	EG4725	DL226
CN	0	113	26.11	EG4725	DL238
CN	0	95	25.12	EG4725	ED3005
CN	0	67	24.10	EG4725	ED3011
CN	0	36	26.00	EG4725	ED3012
CN	0	74	25.84	EG4725	ED3017
CN	0	91	26.15	EG4725	ED3040
CN	0	104	25.06	EG4725	ED3046
CN	0	83	24.92	EG4725	ED3048
CN	0	105	24.84	EG4725	ED3049
CN	0	86	26.44	EG4725	ED3052
CN	0	76	26.80	EG4725	ED3073
CN	0	121	25.22	EG4725	ED3077
CN	0	36	25.03	EG4725	EG4347
CN	16	139	24.65	EG4725	EG4349
CN	0	150	25.57	EG4725	EG4724
CN	0	84	66.12	EG4946	AB1
CN	0	152	75.57	EG4946	AB4
CN	0	2	77.50	EG4946	CB4851_CGC
CN	0	91	75.69	EG4946	CB4852
CN	0	147	73.03	EG4946	CB4853
CN	0	79	48.71	EG4946	CB4854
CN	0	111	40.60	EG4946	CB4855_UK
CN	0	66	77.50	EG4946	CB4856
CN	0	132	48.95	EG4946	CB4857
CN	0	1	24.00	EG4946	CB4858_UK
CN	0	28	78.61	EG4946	CB4932
CN	0	64	33.92	EG4946	CX11254
CN	0	101	30.81	EG4946	CX11262
CN	0	106	75.98	EG4946	CX11264
CN	0	88	46.65	EG4946	CX11271
CN	25	72	36.08	EG4946	CX11276
CN	0	126	72.44	EG4946	CX11285
CN	0	114	64.00	EG4946	CX11292
CN	0	56	47.02	EG4946	CX11307
CN	0	116	40.30	EG4946	CX11314
CN	0	75	38.73	EG4946	CX11315
CN	0	45	28.27	EG4946	DL200
CN	0	103	53.09	EG4946	DL226
CN	0	73	63.49	EG4946	DL238
CN	0	124	58.73	EG4946	ED3005
CN	0	88	33.26	EG4946	ED3011
CN	0	30	40.77	EG4946	ED3012
CN	0	59	78.10	EG4946	ED3017
CN	0	63	80.52	EG4946	ED3040
CN	0	110	71.85	EG4946	ED3046
CN	0	92	52.41	EG4946	ED3048
CN	0	108	72.42	EG4946	ED3049
CN	0	71	63.41	EG4946	ED3052
CN	0	89	76.10	EG4946	ED3073
CN	0	89	67.79	EG4946	ED3077
CN	0	51	43.02	EG4946	EG4347
CN	0	88	35.99	EG4946	EG4349
CN	0	70	64.69	EG4946	EG4724
CN	0	69	26.09	EG4946	EG4725
CN	0	88	58.57	GXW1	AB1
CN	0	106	66.08	GXW1	AB4
CN	0	14	58.07	GXW1	CB4851_CGC
CN	0	91	66.15	GXW1	CB4852
CN	0	106	64.71	GXW1	CB4853
CN	0	80	48.52	GXW1	CB4854
CN	0	110	41.33	GXW1	CB4855_UK
CN	0	86	64.98	GXW1	CB4856
CN	0	100	45.14	GXW1	CB4857
CN	0	2	25.00	GXW1	CB4858_UK
CN	0	39	68.59	GXW1	CB4932
CN	0	51	34.06	GXW1	CX11254
CN	0	74	29.96	GXW1	CX11262
CN	0	92	65.51	GXW1	CX11264
CN	0	86	44.70	GXW1	CX11271
CN	25	57	36.68	GXW1	CX11276
CN	0	113	64.61	GXW1	CX11285
CN	0	101	59.31	GXW1	CX11292
CN	0	74	43.49	GXW1	CX11307
CN	0	87	37.10	GXW1	CX11314
CN	0	60	37.72	GXW1	CX11315
CN	0	63	27.48	GXW1	DL200
CN	0	89	54.71	GXW1	DL226
CN	0	90	52.82	GXW1	DL238
CN	0	102	57.18	GXW1	ED3005
CN	0	83	33.04	GXW1	ED3011
CN	0	23	44.57	GXW1	ED3012
CN	0	71	69.55	GXW1	ED3017
CN	0	89	68.17	GXW1	ED3040
CN	0	126	62.90	GXW1	ED3046
CN	0	100	52.18	GXW1	ED3048
CN	0	128	62.89	GXW1	ED3049
CN	0	102	58.83	GXW1	ED3052
CN	0	111	65.77	GXW1	ED3073
CN	0	110	64.84	GXW1	ED3077
CN	0	51	39.73	GXW1	EG4347
CN	0	117	35.09	GXW1	EG4349
CN	0	90	60.81	GXW1	EG4724
CN	0	97	24.85	GXW1	EG4725
CN	0	92	64.01	GXW1	EG4946
CN	0	50	33.36	JT11398	AB1
CN	0	44	34.68	JT11398	AB4
CN	0	13	31.08	JT11398	CB4851_CGC
CN	0	41	35.15	JT11398	CB4852
CN	0	42	34.19	JT11398	CB4853
CN	0	52	34.63	JT11398	CB4854
CN	0	48	32.94	JT11398	CB4855_UK
CN	0	51	31.98	JT11398	CB4856
CN	0	42	34.36	JT11398	CB4857
CN	0	1	24.00	JT11398	CB4858_UK
CN	0	50	33.68	JT11398	CB4932
CN	0	42	32.19	JT11398	CX11254
CN	0	41	30.10	JT11398	CX11262
CN	0	44	33.61	JT11398	CX11264
CN	0	52	34.69	JT11398	CX11271
CN	25	40	32.45	JT11398	CX11276
CN	0	50	33.76	JT11398	CX11285
CN	0	41	35.39	JT11398	CX11292
CN	0	51	33.90	JT11398	CX11307
CN	0	43	33.37	JT11398	CX11314
CN	0	35	32.63	JT11398	CX11315
CN	0	62	28.34	JT11398	DL200
CN	0	46	35.13	JT11398	DL226
CN	0	46	32.87	JT11398	DL238
CN	0	46	34.98	JT11398	ED3005
CN	0	44	30.34	JT11398	ED3011
CN	0	27	35.93	JT11398	ED3012
CN	0	63	36.13	JT11398	ED3017
CN	0	50	32.34	JT11398	ED3040
CN	0	68	33.32	JT11398	ED3046
CN	0	35	35.20	JT11398	ED3048
CN	0	67	33.45	JT11398	ED3049
CN	0	47	35.02	JT11398	ED3052
CN	0	57	34.60	JT11398	ED3073
CN	0	51	35.98	JT11398	ED3077
CN	0	44	32.20	JT11398	EG4347
CN	0	54	32.41	JT11398	EG4349
CN	0	54	32.87	JT11398	EG4724
CN	0	48	26.83	JT11398	EG4725
CN	0	34	37.12	JT11398	EG4946
CN	0	53	31.96	JT11398	GXW1
CN	5	62	57.52	JU1088	AB1
CN	5	110	59.58	JU1088	AB4
CN	0	2	62.00	JU1088	CB4851_CGC
CN	5	60	60.65	JU1088	CB4852
CN	5	115	58.15	JU1088	CB4853
CN	5	86	48.90	JU1088	CB4854
CN	5	107	40.87	JU1088	CB4855_UK
CN	0	79	62.03	JU1088	CB4856
CN	5	103	45.63	JU1088	CB4857
CN	0	1	24.00	JU1088	CB4858_UK
CN	0	26	73.54	JU1088	CB4932
CN	0	65	35.17	JU1088	CX11254
CN	0	76	30.64	JU1088	CX11262
CN	0	89	57.70	JU1088	CX11264
CN	0	71	45.15	JU1088	CX11271
CN	0	57	36.49	JU1088	CX11276
CN	5	105	58.14	JU1088	CX11285
CN	5	111	53.77	JU1088	CX11292
CN	0	87	45.47	JU1088	CX11307
CN	5	100	37.17	JU1088	CX11314
CN	0	63	37.92	JU1088	CX11315
CN	0	46	29.54	JU1088	DL200
CN	5	96	51.44	JU1088	DL226
CN	5	79	53.34	JU1088	DL238
CN	5	108	56.79	JU1088	ED3005
CN	5	82	34.30	JU1088	ED3011
CN	0	27	43.56	JU1088	ED3012
CN	0	56	66.86	JU1088	ED3017
CN	0	96	61.34	JU1088	ED3040
CN	5	104	58.24	JU1088	ED3046
CN	5	108	51.27	JU1088	ED3048
CN	5	106	58.01	JU1088	ED3049
CN	0	105	56.61	JU1088	ED3052
CN	0	93	62.59	JU1088	ED3073
CN	5	118	58.02	JU1088	ED3077
CN	0	41	44.20	JU1088	EG4347
CN	5	95	36.08	JU1088	EG4349
CN	5	74	58.55	JU1088	EG4724
CN	5	94	25.32	JU1088	EG4725
CN	5	82	59.35	JU1088	EG4946
CN	5	112	55.31	JU1088	GXW1
CN	0	38	35.55	JU1088	JT11398
CN	0	73	29.60	JU1172	AB1
CN	0	167	30.31	JU1172	AB4
CN	0	5	26.20	JU1172	CB4851_CGC
CN	0	70	31.23	JU1172	CB4852
CN	0	158	30.72	JU1172	CB4853
CN	0	80	32.25	JU1172	CB4854
CN	0	140	28.45	JU1172	CB4855_UK
CN	0	83	31.30	JU1172	CB4856
CN	0	153	29.76	JU1172	CB4857
CN	0	2	19.00	JU1172	CB4858_UK
CN	0	28	36.43	JU1172	CB4932
CN	0	85	29.42	JU1172	CX11254
CN	0	118	27.62	JU1172	CX11262
CN	0	126	29.88	JU1172	CX11264
CN	0	95	30.86	JU1172	CX11271
CN	25	87	29.07	JU1172	CX11276
CN	0	130	28.30	JU1172	CX11285
CN	0	135	30.36	JU1172	CX11292
CN	0	79	30.65	JU1172	CX11307
CN	0	143	29.56	JU1172	CX11314
CN	0	91	30.13	JU1172	CX11315
CN	0	56	26.75	JU1172	DL200
CN	0	115	29.81	JU1172	DL226
CN	0	89	29.16	JU1172	DL238
CN	0	143	30.06	JU1172	ED3005
CN	0	107	27.69	JU1172	ED3011
CN	0	29	31.38	JU1172	ED3012
CN	0	58	30.91	JU1172	ED3017
CN	0	83	30.48	JU1172	ED3040
CN	0	109	29.56	JU1172	ED3046
CN	0	105	30.50	JU1172	ED3048
CN	0	108	29.50	JU1172	ED3049
CN	0	84	32.93	JU1172	ED3052
CN	0	89	31.57	JU1172	ED3073
CN	0	105	30.50	JU1172	ED3077
CN	0	48	30.40	JU1172	EG4347
CN	0	102	28.87	JU1172	EG4349
CN	0	75	29.57	JU1172	EG4724
CN	0	72	23.29	JU1172	EG4725
CN	0	133	30.65	JU1172	EG4946
CN	0	95	30.44	JU1172	GXW1
CN	0	42	30.38	JU1172	JT11398
CN	5	105	29.98	JU1172	JU1088
CN	0	20	81.05	JU1200	AB1
CN	0	20	125.20	JU1200	AB4
CN	0	12	64.33	JU1200	CB4851_CGC
CN	0	18	129.72	JU1200	CB4852
CN	0	18	122.83	JU1200	CB4853
CN	0	18	54.33	JU1200	CB4854
CN	0	21	49.19	JU1200	CB4855_UK
CN	0	15	111.93	JU1200	CB4856
CN	0	21	60.86	JU1200	CB4857
CN	0	1	24.00	JU1200	CB4858_UK
CN	0	11	85.82	JU1200	CB4932
CN	0	15	45.40	JU1200	CX11254
CN	0	17	33.59	JU1200	CX11262
CN	0	16	108.19	JU1200	CX11264
CN	0	15	61.27	JU1200	CX11271
CN	0	15	38.27	JU1200	CX11276
CN	0	24	119.08	JU1200	CX11285
CN	0	20	75.25	JU1200	CX11292
CN	0	11	58.18	JU1200	CX11307
CN	0	20	45.90	JU1200	CX11314
CN	0	14	42.57	JU1200	CX11315
CN	0	8	32.50	JU1200	DL200
CN	0	15	68.00	JU1200	DL226
CN	0	20	72.35	JU1200	DL238
CN	0	17	74.53	JU1200	ED3005
CN	0	18	35.94	JU1200	ED3011
CN	0	27	40.89	JU1200	ED3012
CN	0	15	105.87	JU1200	ED3017
CN	0	13	133.77	JU1200	ED3040
CN	0	22	90.41	JU1200	ED3046
CN	0	24	57.88	JU1200	ED3048
CN	0	22	113.91	JU1200	ED3049
CN	0	13	78.00	JU1200	ED3052
CN	0	18	117.61	JU1200	ED3073
CN	0	18	91.00	JU1200	ED3077
CN	0	15	48.60	JU1200	EG4347
CN	0	19	43.32	JU1200	EG4349
CN	0	24	73.54	JU1200	EG4724
CN	0	19	26.53	JU1200	EG4725
CN	0	17	91.88	JU1200	EG4946
CN	0	19	80.84	JU1200	GXW1
CN	0	12	40.17	JU1200	JT11398
CN	0	18	75.78	JU1200	JU1088
CN	0	19	35.79	JU1200	JU1172
CN	0	19	26.89	JU1212	AB1
CN	0	10	26.50	JU1212	AB4
CN	0	35	25.40	JU1212	CB4851_CGC
CN	0	6	27.83	JU1212	CB4852
CN	0	7	29.14	JU1212	CB4853
CN	0	10	32.30	JU1212	CB4854
CN	0	16	26.25	JU1212	CB4855_UK
CN	0	56	28.70	JU1212	CB4856
CN	0	10	24.80	JU1212	CB4857
CN	0	12	25.42	JU1212	CB4858_UK
CN	0	30	26.00	JU1212	CB4932
CN	0	23	24.48	JU1212	CX11254
CN	0	22	24.59	JU1212	CX11262
CN	0	27	25.67	JU1212	CX11264
CN	0	16	26.50	JU1212	CX11271
CN	0	12	24.67	JU1212	CX11276
CN	0	27	25.11	JU1212	CX11285
CN	0	10	26.50	JU1212	CX11292
CN	0	19	29.16	JU1212	CX11307
CN	0	23	24.30	JU1212	CX11314
CN	0	22	23.14	JU1212	CX11315
CN	0	40	25.43	JU1212	DL200
CN	0	17	28.00	JU1212	DL226
CN	0	67	27.72	JU1212	DL238
CN	0	22	24.09	JU1212	ED3005
CN	0	16	23.94	JU1212	ED3011
CN	0	15	21.60	JU1212	ED3012
CN	0	24	25.50	JU1212	ED3017
CN	0	25	26.28	JU1212	ED3040
CN	0	36	25.42	JU1212	ED3046
CN	0	10	25.30	JU1212	ED3048
CN	0	36	25.42	JU1212	ED3049
CN	0	22	29.27	JU1212	ED3052
CN	0	15	28.80	JU1212	ED3073
CN	0	37	27.54	JU1212	ED3077
CN	0	7	23.43	JU1212	EG4347
CN	0	59	25.02	JU1212	EG4349
CN	0	47	27.00	JU1212	EG4724
CN	0	57	22.14	JU1212	EG4725
CN	0	6	27.83	JU1212	EG4946
CN	0	17	27.41	JU1212	GXW1
CN	0	17	26.18	JU1212	JT11398
CN	0	7	23.86	JU1212	JU1088
CN	0	10	19.30	JU1212	JU1172
CN	0	11	19.64	JU1212	JU1200
CN	0	50	41.42	JU1213	AB1
CN	0	46	47.22	JU1213	AB4
CN	0	38	42.34	JU1213	CB4851_CGC
CN	0	35	43.46	JU1213	CB4852
CN	0	49	45.69	JU1213	CB4853
CN	0	44	47.50	JU1213	CB4854
CN	0	54	40.74	JU1213	CB4855_UK
CN	0	100	45.89	JU1213	CB4856
CN	0	54	46.20	JU1213	CB4857
CN	0	12	33.00	JU1213	CB4858_UK
CN	0	78	47.74	JU1213	CB4932
CN	0	66	34.64	JU1213	CX11254
CN	0	62	30.06	JU1213	CX11262
CN	0	74	45.35	JU1213	CX11264
CN	0	62	41.02	JU1213	CX11271
CN	25	61	37.74	JU1213	CX11276
CN	0	74	45.11	JU1213	CX11285
CN	0	45	47.36	JU1213	CX11292
CN	0	77	44.05	JU1213	CX11307
CN	0	67	39.49	JU1213	CX11314
CN	0	56	39.54	JU1213	CX11315
CN	0	108	28.83	JU1213	DL200
CN	0	57	48.82	JU1213	DL226
CN	0	102	45.64	JU1213	DL238
CN	0	66	44.62	JU1213	ED3005
CN	0	48	34.81	JU1213	ED3011
CN	0	34	40.29	JU1213	ED3012
CN	0	83	46.66	JU1213	ED3017
CN	0	61	46.03	JU1213	ED3040
CN	0	93	46.94	JU1213	ED3046
CN	0	47	41.53	JU1213	ED3048
CN	0	93	47.03	JU1213	ED3049
CN	0	67	47.49	JU1213	ED3052
CN	0	68	47.18	JU1213	ED3073
CN	0	101	46.62	JU1213	ED3077
CN	0	44	41.09	JU1213	EG4347
CN	0	106	35.31	JU1213	EG4349
CN	0	101	45.67	JU1213	EG4724
CN	0	107	25.44	JU1213	EG4725
CN	0	39	46.64	JU1213	EG4946
CN	0	61	45.49	JU1213	GXW1
CN	0	60	32.93	JU1213	JT11398
CN	0	37	48.59	JU1213	JU1088
CN	0	50	32.46	JU1213	JU1172
CN	0	21	46.86	JU1213	JU1200
CN	0	90	25.11	JU1213	JU1212
CN	0	45	37.47	JU1242	AB1
CN	0	57	38.35	JU1242	AB4
CN	0	34	37.76	JU1242	CB4851_CGC
CN	0	38	36.34	JU1242	CB4852
CN	0	56	38.62	JU1242	CB4853
CN	0	42	41.52	JU1242	CB4854
CN	0	53	37.15	JU1242	CB4855_UK
CN	0	82	39.29	JU1242	CB4856
CN	0	66	38.86	JU1242	CB4857
CN	0	12	35.67	JU1242	CB4858_UK
CN	0	78	41.90	JU1242	CB4932
CN	0	60	34.50	JU1242	CX11254
CN	0	59	31.14	JU1242	CX11262
CN	0	73	38.84	JU1242	CX11264
CN	0	69	37.20	JU1242	CX11271
CN	25	60	36.18	JU1242	CX11276
CN	0	82	38.33	JU1242	CX11285
CN	0	55	38.98	JU1242	CX11292
CN	0	66	40.35	JU1242	CX11307
CN	0	56	36.00	JU1242	CX11314
CN	0	50	35.02	JU1242	CX11315
CN	0	106	28.73	JU1242	DL200
CN	0	58	39.71	JU1242	DL226
CN	0	90	37.47	JU1242	DL238
CN	0	54	39.07	JU1242	ED3005
CN	0	51	33.02	JU1242	ED3011
CN	0	29	38.38	JU1242	ED3012
CN	0	62	41.29	JU1242	ED3017
CN	0	62	40.39	JU1242	ED3040
CN	0	85	39.96	JU1242	ED3046
CN	0	55	36.31	JU1242	ED3048
CN	0	83	40.29	JU1242	ED3049
CN	0	68	41.12	JU1242	ED3052
CN	0	66	39.30	JU1242	ED3073
CN	0	67	39.48	JU1242	ED3077
CN	0	40	38.33	JU1242	EG4347
CN	0	74	33.19	JU1242	EG4349
CN	0	82	37.27	JU1242	EG4724
CN	0	64	25.28	JU1242	EG4725
CN	0	42	40.29	JU1242	EG4946
CN	0	48	36.23	JU1242	GXW1
CN	0	49	33.43	JU1242	JT11398
CN	0	44	39.32	JU1242	JU1088
CN	0	54	30.93	JU1242	JU1172
CN	0	24	34.29	JU1242	JU1200
CN	0	35	24.60	JU1242	JU1212
CN	0	99	39.16	JU1242	JU1213
CN	0	37	34.08	JU1246	AB1
CN	0	31	36.94	JU1246	AB4
CN	0	38	31.00	JU1246	CB4851_CGC
CN	0	22	37.64	JU1246	CB4852
CN	0	34	39.24	JU1246	CB4853
CN	0	37	36.51	JU1246	CB4854
CN	0	41	33.93	JU1246	CB4855_UK
CN	0	74	37.86	JU1246	CB4856
CN	0	39	37.05	JU1246	CB4857
CN	0	11	35.09	JU1246	CB4858_UK
CN	0	42	36.74	JU1246	CB4932
CN	0	33	32.64	JU1246	CX11254
CN	0	36	32.03	JU1246	CX11262
